location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course
Mohali Sector 127,510,1450000,INR,,1,1,"It’s a 1 bhk builder floor situated in Mohali Sector 127, Chandigarh. It has an area of 510 sqft with a carpet area of 400 sqft . The property is available at a price of Rs. 14.50 lac (negotiable ). It is an unfurnished property. It has 1 wardrobe, 1 sofa, 1 dining table and 1 bed. It also has 1 modular kitchen. It is located on the 2nd floor(out of a total of 3 floor(s)). Its main door is facing north direction. The property is available on freehold. The property has 1 bathroom and 1 balcony. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ",1,north,0,1,0,1,1,1,0,1,0,1,1,1,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,
SEC 115 MOHALI KHARAR LANDRAN ROAD,510,1490000,INR,,1,1,"It’s a 1 bhk builder floor situated in SEC 115 MOHALI KHARAR LANDRAN ROAD, Chandigarh. It has a built-up area of 510 sqft and is priced at Rs. 14.90 lac (negotiable). It has 1 wardrobe, 1 refrigerator, 1 dining table and 1 bed. It also has 1 modular kitchen. It’s on 1st floor out of 3 floors building. It is a corner property. The property has 1 bathroom and 1 balcony. It is well connected to the city areas. ",1,north,1,1,0,1,1,1,0,1,0,1,1,1,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sec 125,510,1690000,INR,,1,1,"A 1 bhk property is available for sale in Mohali Sec 125, Chandigarh. It has a salable area of 510 sqft and is available at a price of Rs. 3,313 per sqft. It is a furnished property. It is on the 1st floor of the building (total number of floors are 2). It is north facing property. The property is available on freehold. It has 1 bathroom and 1 balcony. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. ",1,north,1,1,0,1,1,1,0,1,1,1,1,1,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,
SEC 115 MOHALI KHARAR LANDRAN ROAD,510,1590000,INR,,1,1,"It’s a 1 bhk builder floor situated in SEC 115 MOHALI KHARAR LANDRAN ROAD. It has an area of 510 sqft with a carpet area of 445 sqft . The property is available at a price of Rs. 15.90 lac (negotiable ). The house is furnished. It has 1 wardrobe, 1 sofa, 1 dining table and 1 bed. It also has 1 modular kitchen. It is on 1st floor. The building has a total of 2 floor(s). It is a garden facing property. The property is available on freehold. It has 1 bathroom and 1 balcony. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Please contact for more details. ",1,north,1,1,0,1,1,1,0,1,0,1,0,1,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sector 127,555,1490000,INR,,1,1,"A spacious 1 bhk builder floor is available for sale in Mohali Sector 127, Chandigarh. It has a salable area of 555 sqft and is available at a price of Rs. 2,684 per sqft. The house is furnished. It has 1 wardrobe, 1 sofa, 1 dining table and 1 bed. It also has 1 modular kitchen. It’s on 2nd floor out of 3 floors building. Its main door is facing north direction. The property is available on freehold. It has 1 bathroom and 1 balcony. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ",1,north,1,1,0,1,1,1,0,1,0,1,1,1,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sector 127,510,1490000,INR,,1,1,"It has a built-up area of 510 sqft and is priced at Rs. 14.90 lac (negotiable). It is a furnished property. Furnishings include 1 wardrobe, 1 sofa, 1 dining table, 1 bed and 1 modular kitchen. The property has 1 bathroom and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,south,1,1,0,1,1,1,0,1,0,1,1,1,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sector 127,900,1890000,INR,,1,1,"It’s a 2 bhk builder floor situated in Mohali Sector 127. It has a built-up area of 900 sqft and is priced at Rs. 18.90 lac (negotiable). It is a furnished property. It has 1 wardrobe, 1 sofa, 1 dining table and 1 bed. It also has 1 modular kitchen. It is located on the 1st floor(out of a total of 3 floor(s)). It is a garden facing property. The property is available on freehold. It has 1 bathroom and 1 balcony. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,north,1,1,0,1,1,0,0,1,0,0,0,1,,,,,,,,,,1.0,,,,,,,
Mohali Sector 127,910,1790000,INR,,1,1,"It’s a 2 bhk builder floor situated in Mohali Sector 127, Chandigarh. It has a salable area of 910 sqft and is available at a price of Rs. 1,967 per sqft. The house is furnished. It has 1 wardrobe, 1 sofa, 1 dining table and 1 bed. It also has 1 modular kitchen. The property provides an excellent view as it overlooks the garden. The property has 1 bathroom and 1 balcony. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,north,1,1,0,1,1,1,0,1,0,1,0,1,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sector 127,570,2290000,INR,,1,1,"Well designed 2 bhk builder floor is available at a prime location in Mohali Sector 127. It has 1 wardrobe, 1 sofa, 1 dining table and 1 bed. It also has 1 modular kitchen. It is located on the 2nd floor(out of a total of 3 floor(s)). The property is available on freehold. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",1,north,1,1,0,1,1,1,0,1,0,0,0,1,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sector 127,600,1790000,INR,,1,1,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Mohali Sector 127. It has a salable area of 600 sqft and is available at a price of Rs. 2,983 per sqft. The house is furnished. Furnishings include 1 wardrobe, 1 sofa, 1 dining table, 1 ac, 1 bed and 1 modular kitchen. It is on the 2nd floor of the building (total number of floors are 3). It is facing north direction. The property is available on freehold. The property has 1 bathroom and 1 balcony. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",1,north,1,1,0,1,1,1,0,1,0,1,0,1,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,
Mohali Sector 127,550,1490000,INR,,1,1,"It is a furnished property. Furnishings include 1 wardrobe, 1 sofa, 1 bed and 1 modular kitchen. It’s on 1st floor out of 3 floors building. It is facing north direction. The property is available on freehold. It is a ready-to-move-in property. If you are interested, please contact us for more details. ",1,north,1,1,0,1,1,1,0,1,0,1,1,1,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,
Mohali Sector 127,1055,2290000,INR,,1,1,,1,east,1,3,0,1,1,1,0,1,0,0,0,0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,
Mohali Sector 127,1350,3590000,INR,,1,1,,1,east,1,3,0,1,1,1,1,0,0,0,1,0,,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,
IT Park Road,4500,35000000,INR,1,0,0,,1,north,0,3,1,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IT Park Road,4500,32500000,INR,1,0,1,,1,,1,3,1,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IT Park Road,4500,30000000,INR,1,0,0,,1,,0,3,1,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dhakoli,1200,4090000,INR,1,0,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Dhakoli. It has an area of 1200 sqft . The property is available at a price of Rs. 40.90 lac . The house is semi-furnished. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Contact us for more details. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1125,3990000,INR,1,0,0,"A spacious 3 bhk builder floor is available for sale in Dhakoli, Chandigarh. It has a salable area of 1125 sqft and is available at a price of Rs. 3,546 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1800,4790000,INR,1,0,0,"This spacious 4 bhk builder floor is available for sale and is located in the heart of Dhakoli. It has a built-up area of 1800 sqft and is priced at Rs. 47.90 lac . The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1125,4190000,INR,1,0,0,"A 3 bhk property is available for sale in Dhakoli, Chandigarh. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1125,3990000,INR,1,0,0,"It’s a 3 bhk builder floor situated in Dhakoli, Chandigarh. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1200,4090000,INR,1,0,0,"A spacious 3 bhk builder floor is available for sale in Dhakoli, Chandigarh. It has an area of 1200 sqft . The property is available at a price of Rs. 40.90 lac . The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1125,4190000,INR,1,0,0,Well designed 3 bhk builder floor is available at a prime location in Dhakoli. It has a built-up area of 1125 sqft and is priced at Rs. 41.90 lac . It is a semi-furnished property. It is made in way to provide a comfortable living. Kindly call us for details. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1800,4790000,INR,1,0,0,Well designed 4 bhk builder floor is available at a prime location in Dhakoli. The house is semi-furnished. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1125,3990000,INR,1,0,0,"Well designed 3 bhk builder floor is available at a prime location in Dhakoli. It has a salable area of 1125 sqft and is available at a price of Rs. 3,546 per sqft. It is a semi-furnished property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1200,4090000,INR,1,0,0,"It’s a 3 bhk builder floor situated in Dhakoli, Chandigarh. It has a built-up area of 1200 sqft and is priced at Rs. 40.90 lac . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1125,4190000,INR,1,0,0,It’s a 3 bhk builder floor situated in Dhakoli. It has a built-up area of 1125 sqft and is priced at Rs. 41.90 lac . The house is semi-furnished. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1800,4790000,INR,1,0,0,"It’s a 4 bhk builder floor situated in Dhakoli. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Highland Marg,1368,3690000,INR,,1,1,,1,east,0,3,0,0,1,1,0,0,0,0,0,0,,,,,,,1.0,,,1.0,,,,1.0,,,
Mohali Sector 127,930,2750000,INR,,1,1,"Well designed 2 bhk builder floor is available at a prime location in Mohali Sector 127. It has a built-up area of 930 sqft and is priced at Rs. 27.50 lac (negotiable). The house is semi-furnished. It is located on the 2nd floor(out of a total of 3 floor(s)). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,600,1890000,INR,,1,1,"A spacious 2 bhk builder floor is available for sale in SEC 115 MOHALI KHARAR LANDRAN ROAD, Chandigarh. It has a salable area of 600 sqft and is available at a price of Rs. 3,150 per sqft. It has 2 wardrobe, 1 sofa, 1 wifi and 1 dining table. It also has 2 bed and 1 modular kitchen. It is on the 2nd floor of the building (total number of floors are 3). The property is in a complex owned by a co-operative society. It is made in way to provide a comfortable living. ",1,northeast,1,0,0,0,1,1,0,1,0,0,0,1,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,495,1590000,INR,,1,1,"It has a salable area of 495 sqft and is available at a price of Rs. 3,212 per sqft. It has 1 wardrobe, 1 sofa, 1 wifi and 1 dining table. It also has 1 bed and 1 modular kitchen. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ",1,northeast,1,0,0,0,1,1,0,1,0,0,0,1,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
Mohali Sector 127,930,2750000,INR,,1,1,"A 2 bhk property is available for sale in Mohali Sector 127, Chandigarh. It has an area of 930 sqft with a carpet area of 870 sqft . The property is available at a price of Rs. 27.50 lac (negotiable ). The house is semi-furnished. It is on 2nd floor. The building has a total of 3 floor(s). It is northeast facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,0,1,1,0,1,0,1,1,1,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,
